Conformity_missingness checks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form,Packet,Q#,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts,,,,,,,,,,,,,,,,,,,,,
A3,I,4f1,KID6YOB,KID6YOB conforms,"KID6YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4f1. KID6YOB (Child 6 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID6YOB<1875 or (KID6YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f2,KID6AGD,KID6AGD conditionally present,if KIDS is (>5 and <77) then KID6AGD must be present,if Q4. KIDS (How many children?) is (>5 and <77) then Q4f2. KID6AGD (Child 6 death age) must be present,IF KIDS is (>5 and <77) and KID6AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f2,KID6AGD,KID6AGD conditionally blank,"If KIDS is <6, 888 (N/A) or 999 (Unknown) then KID6AGD must be blank","If Q4. KIDS (How many children?) is <6, 888 (N/A) or 999 (Unknown) then Q4f2. KID6AGD (Child 6 death age) must be blank",IF (KIDS is <6 or =888 or =999) and KID6AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f2,KID6AGD,KID6AGD conforms,"KID6AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4f2. KID6AGD (Child 6 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID6AGD <0 or (KID6AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f3,KID6NPSYC,KID6NPSYC conditionally present,if KIDS is (>5 and <77) then KID6NPSYC must be present,if Q4. KIDS (How many children?) is (>5 and <77) then Q4f3. KID6NPSYC (Child 6 neurological/psychological condition) must be present,IF KIDS is (>5 and <77) and KID6NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f3,KID6NPSYC,KID6NPSYC conditionally blank,"If KIDS is <6, 888 (N/A) or 999 (Unknown) then KID6NPSYC must be blank","If Q4. KIDS (How many children?) is <6, 888 (N/A) or 999 (Unknown) then Q4f3. KID6NPSYC (Child 6 neurological/psychological condition) must be blank",IF (KIDS is <6 or =888 or =999) and KID6NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f3,KID6NPSYC,KID6NPSYC conforms,"KID6NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q4f3. KID6NPSYC (Child 6 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF KID6NPSYC <0 or (KID6NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f4,KID6ETPR,KID6ETPR conditionally present,if KIDS is (>5 and <77) and KID6NPSYC is in (1-5) then KID6ETPR must be present,If Q4. KIDS (How many children?) is (>5 and <77) and Q4f3. KID6NPSYC (Child 6 neurological/psychological condition) is in (1-5) then Q4f4. KID6ETPR (Child 6 primary dx) must be present,IF KIDS is (>5 and <77) and KID6NPSYC is in (1-5) and KID6ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f4,KID6ETPR,KID6ETPR conditionally blank,"If KIDS is <6, 888 (N/A) or 999 (Unknown) or KID6NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID6ETPR must be blank","If Q4. KIDS (How many children?) is <6, 888 (N/A) or 999 (Unknown) or Q4f3. KID6NPSYC (Child 6 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4f4. KID6ETPRC (Child 6 neurological/psychological condition) must be blank",IF ((KIDS is <6 or =888 or =999) or (KID6NPSYC= 0 or 9)) and KID6ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f4,KID6ETPR,KID6ETPR conforms,"KID6ETPR must be a code between 01 and 09, or =99 (Unknown)","4f4. KID6ETPR (Child 6 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF KID6ETPR <01 or (KID6ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f5,KID6MEVAL,KID6MEVAL conditionally present,if KIDS is (>5 and <77) and KID6NPSYC is in (1-5) then KID6MEVAL must be present,if Q4. KIDS (How many children?) is (>5 and <77) and Q4f3. KID6NPSYC (Child 6 neurological/psychological condition) is in (1-5) then Q4f5. KID6MEVAL (Child 6 method of evaluation) must be present,IF KIDS is (>5 and <77) and KID6NPSYC in (1-5) and KID6MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f5,KID6MEVAL,KID6MEVAL conditionally blank,"If KIDS is <6, 888 (N/A) or 999 (Unknown) or KID6NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID6MEVAL must be blank","If Q4. KIDS (How many children?) is <6, 888 (N/A) or 999 (Unknown) or Q4f3. KID6NPSYC (Child 6 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4f5. KID6MEVAL (Child 6 neurological/psychological condition) must be blank",IF ((KIDS is <6 or =888 or =999) or (KID6NPSYC= 0 or 9)) and KID6MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f5,KID6MEVAL,KID6MEVAL conforms,KID6MEVAL must be an integer between 1 and 4,Q4f5. KID6MEVAL (Child 6 method of evaluation) must be an integer between 1 and 4,IF KID6MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f6,KID6AGO,KID6AGO  conditionally present,if KIDS is (>5 and <77) and KID6NPSYC is in (1-5) then KID6AGO  must be present,if Q4. KIDS (How many children?) is (>5 and <77) and Q4f3. KIDXNPSYC (Child 6 neurological/psychological condition) is in (1-5) then Q4f6. KID6AGO (Child 6 age of onset) must be present,IF KIDS is (>5 and <77) and KID6NPSYC in (1-5) and KID6AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f6,KID6AGO,KID6AGO  conditionally blank,"If KIDS is <6, 888 (N/A) or 999 (Unknown) or KID6NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID6AGO must be blank","If Q4. KIDS (How many children?) is <6, 888 (N/A) or 999 (Unknown) or Q4f3. KID6NPSYC (Child 6 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4f6. KID6AGO (Child 6 age of onset) must be blank",IF ((KIDS is <6 or =888 or =999) or (KID6NPSYC= 0 or 9)) and KID6AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f6,KID6AGO,KID6AGO conforms,"KID6AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4f6. KID6AGO (Child 6 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID6AGO  <0 or (KID6AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f6,KID6AGO ,KID6AGO cannot be > than KID6AGD,KID6AGO must be <= KID6AGD,Q4f6. KID6AGO (Child 6 age of onset) must be <= Q4f2. KID6AGD (Child 6 death age),If KID6AGO > KID6AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g1,KID7YOB,KID7YOB conditionally present,if KIDS is (>6 and <77) then KID7YOB must be present,if Q4. KIDS (How many children?) is (>6 and <77) then Q4g1. KID7YOB (Child 7 birth year) must be present,IF KIDS is (>6 and <77) and KID7YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g1,KID7YOB,KID7YOB conditionally blank,"If KIDS is <7, 888 (N/A) or 999 (Unknown) then KID7YOB must be blank","If Q4. KIDS (How many children?) is <7, 888 (N/A) or 999 (Unknown) then Q4g1. KID7YOB (Child 7 birth year) must be blank",IF (KIDS is <7 or =888 or =999) and KID7YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g1,KID7YOB,KID7YOB conforms,"KID7YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4g1. KID7YOB (Child 7 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID7YOB<1875 or (KID7YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g2,KID7AGD,KID7AGD conditionally present,if KIDS is (>6 and <77) then KID7AGD must be present,if Q4. KIDS (How many children?) is (>6 and <77) then Q4g2. KID7AGD (Child 7 death age) must be present,IF KIDS is (>6 and <77) and KID7AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g2,KID7AGD,KID7AGD conditionally blank,"If KIDS is <7, 888 (N/A) or 999 (Unknown) then KID7AGD must be blank","If Q4. KIDS (How many children?) is <7, 888 (N/A) or 999 (Unknown) then Q4g2. KID7AGD (Child 7 death age) must be blank",IF (KIDS is <7 or =888 or =999) and KID7AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g2,KID7AGD,KID7AGD conforms,"KID7AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4g2. KID7AGD (Child 7 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID7AGD <0 or (KID7AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g3,KID7NPSYC,KID7NPSYC conditionally present,if KIDS is (>6 and <77) then KID7NPSYC must be present,if Q4. KIDS (How many children?) is (>6 and <77) then Q4g3. KID7NPSYC (Child 7 neurological/psychological condition) must be present,IF KIDS is (>6 and <77) and KID7NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g3,KID7NPSYC,KID7NPSYC conditionally blank,"If KIDS is <7, 888 (N/A) or 999 (Unknown) then KID7NPSYC must be blank","If Q4. KIDS (How many children?) is <7, 888 (N/A) or 999 (Unknown) then Q4g3. KID7NPSYC (Child 7 neurological/psychological condition) must be blank",IF (KIDS is <7 or =888 or =999) and KID7NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g3,KID7NPSYC,KID7NPSYC conforms,"KID7NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q4g3. KID7NPSYC (Child 7 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF KID7NPSYC <0 or (KID7NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g4,KID7ETPR,KID7ETPR conditionally present,if KIDS is (>6 and <77) and KID7NPSYC is in (1-5) then KID7ETPR must be present,If Q4. KIDS (How many children?) is (>6 and <77) and Q4g3. KID7NPSYC (Child 7 neurological/psychological condition) is in (1-5) then Q4g4. KID7ETPR (Child 7 primary dx) must be present,IF KIDS is (>6 and <77) and KID7NPSYC is in (1-5) and KID7ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g4,KID7ETPR,KID7ETPR conditionally blank,"If KIDS is <7, 888 (N/A) or 999 (Unknown) or KID7NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID7ETPR must be blank","If Q4. KIDS (How many children?) is <7, 888 (N/A) or 999 (Unknown) or Q4g3. KID7NPSYC (Child 7 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4g4. KID7ETPRC (Child 7 neurological/psychological condition) must be blank",IF ((KIDS is <7 or =888 or =999) or (KID7NPSYC= 0 or 9)) and KID7ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g4,KID7ETPR,KID7ETPR conforms,"KID7ETPR must be a code between 01 and 09, or =99 (Unknown)","4g4. KID7ETPR (Child 7 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF KID7ETPR <01 or (KID7ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g5,KID7MEVAL,KID7MEVAL conditionally present,if KIDS is (>6 and <77) and KID7NPSYC is in (1-5) then KID7MEVAL must be present,if Q4. KIDS (How many children?) is (>6 and <77) and Q4g3. KID7NPSYC (Child 7 neurological/psychological condition) is in (1-5) then Q4g5. KID7MEVAL (Child 7 method of evaluation) must be present,IF KIDS is (>6 and <77) and KID7NPSYC in (1-5) and KID7MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g5,KID7MEVAL,KID7MEVAL conditionally blank,"If KIDS is <7, 888 (N/A) or 999 (Unknown) or KID7NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID7MEVAL must be blank","If Q4. KIDS (How many children?) is <7, 888 (N/A) or 999 (Unknown) or Q4g3. KID7NPSYC (Child 7 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4g5. KID7MEVAL (Child 7 neurological/psychological condition) must be blank",IF ((KIDS is <7 or =888 or =999) or (KID7NPSYC= 0 or 9)) and KID7MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g5,KID7MEVAL,KID7MEVAL conforms,KID7MEVAL must be an integer between 1 and 4,Q4g5. KID7MEVAL (Child 7 method of evaluation) must be an integer between 1 and 4,IF KID7MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g6,KID7AGO,KID7AGO  conditionally present,if KIDS is (>6 and <77) and KID7NPSYC is in (1-5) then KID7AGO  must be present,if Q4. KIDS (How many children?) is (>6 and <77) and Q4g3. KID7NPSYC (Child 7 neurological/psychological condition) is in (1-5) then Q4g6. KID7AGO (Child 7 age of onset) must be present,IF KIDS is (>6 and <77) and KID7NPSYC in (1-5) and KID7AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g6,KID7AGO,KID7AGO  conditionally blank,"If KIDS is <7, 888 (N/A) or 999 (Unknown) or KID7NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID7AGO must be blank","If Q4. KIDS (How many children?) is <7, 888 (N/A) or 999 (Unknown) or Q4g3. KID7NPSYC (Child 7 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4g6. KID7AGO (Child 7 age of onset) must be blank",IF ((KIDS is <7 or =888 or =999) or (KID7NPSYC= 0 or 9)) and KID7AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g6,KID7AGO,KID7AGO conforms,"KID7AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4g6. KID7AGO (Child 7 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID7AGO  <0 or (KID7AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4g6,KID7AGO ,KID7AGO cannot be > than KID7AGD,KID7AGO must be <= KID7AGD,Q4g6. KID7AGO (Child 7 age of onset) must be <= Q4g2. KID7AGD (Child 7 death age),If KID7AGO > KID7AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h1,KID8YOB,KID8YOB conditionally present,if KIDS is (>7 and <77) then KID8YOB must be present,if Q4. KIDS (How many children?) is (>7 and <77) then Q4h1. KID8YOB (Child 8 birth year) must be present,IF KIDS is (>7 and <77) and KID8YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h1,KID8YOB,KID8YOB conditionally blank,"If KIDS is <8, 888 (N/A) or 999 (Unknown) then KID8YOB must be blank","If Q4. KIDS (How many children?) is <8, 888 (N/A) or 999 (Unknown) then Q4h1. KID8YOB (Child 8 birth year) must be blank",IF (KIDS is <8 or =888 or =999) and KID8YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h1,KID8YOB,KID8YOB conforms,"KID8YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4h1. KID8YOB (Child 8 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID8YOB<1875 or (KID8YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h2,KID8AGD,KID8AGD conditionally present,if KIDS is (>7 and <77) then KID8AGD must be present,if Q4. KIDS (How many children?) is (>7 and <77) then Q4h2. KID8AGD (Child 8 death age) must be present,IF KIDS is (>7 and <77) and KID8AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h2,KID8AGD,KID8AGD conditionally blank,"If KIDS is <8, 888 (N/A) or 999 (Unknown) then KID8AGD must be blank","If Q4. KIDS (How many children?) is <8, 888 (N/A) or 999 (Unknown) then Q4h2. KID8AGD (Child 8 death age) must be blank",IF (KIDS is <8 or =888 or =999) and KID8AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h2,KID8AGD,KID8AGD conforms,"KID8AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4h2. KID8AGD (Child 8 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID8AGD <0 or (KID8AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h3,KID8NPSYC,KID8NPSYC conditionally present,if KIDS is (>7 and <77) then KID8NPSYC must be present,if Q4. KIDS (How many children?) is (>7 and <77) then Q4h3. KID8NPSYC (Child 8 neurological/psychological condition) must be present,IF KIDS is (>7 and <77) and KID8NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h3,KID8NPSYC,KID8NPSYC conditionally blank,"If KIDS is <8, 888 (N/A) or 999 (Unknown) then KID8NPSYC must be blank","If Q4. KIDS (How many children?) is <8, 888 (N/A) or 999 (Unknown) then Q4h3. KID8NPSYC (Child 8 neurological/psychological condition) must be blank",IF (KIDS is <8 or =888 or =999) and KID8NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h3,KID8NPSYC,KID8NPSYC conforms,"KID8NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q4h3. KID8NPSYC (Child 8 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF KID8NPSYC <0 or (KID8NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h4,KID8ETPR,KID8ETPR conditionally present,if KIDS is (>7 and <77) and KID8NPSYC is in (1-5) then KID8ETPR must be present,If Q4. KIDS (How many children?) is (>7 and <77) and Q4h3. KID8NPSYC (Child 8 neurological/psychological condition) is in (1-5) then Q4h4. KID8ETPR (Child 8 primary dx) must be present,IF KIDS is (>7 and <77) and KID8NPSYC is in (1-5) and KID8ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h4,KID8ETPR,KID8ETPR conditionally blank,"If KIDS is <8, 888 (N/A) or 999 (Unknown) or KID8NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID8ETPR must be blank","If Q4. KIDS (How many children?) is <8, 888 (N/A) or 999 (Unknown) or Q4h3. KID8NPSYC (Child 8 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4h4. KID8ETPRC (Child 8 neurological/psychological condition) must be blank",IF ((KIDS is <8 or =888 or =999) or (KID8NPSYC= 0 or 9)) and KID8ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h4,KID8ETPR,KID8ETPR conforms,"KID8ETPR must be a code between 01 and 09, or =99 (Unknown)","4h4. KID8ETPR (Child 8 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF KID8ETPR <01 or (KID8ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h5,KID8MEVAL,KID8MEVAL conditionally present,if KIDS is (>7 and <77) and KID8NPSYC is in (1-5) then KID8MEVAL must be present,if Q4. KIDS (How many children?) is (>7 and <77) and Q4h3. KID8NPSYC (Child 8 neurological/psychological condition) is in (1-5) then Q4h5. KID8MEVAL (Child 8 method of evaluation) must be present,IF KIDS is (>7 and <77) and KID8NPSYC in (1-5) and KID8MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h5,KID8MEVAL,KID8MEVAL conditionally blank,"If KIDS is <8, 888 (N/A) or 999 (Unknown) or KID8NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID8MEVAL must be blank","If Q4. KIDS (How many children?) is <8, 888 (N/A) or 999 (Unknown) or Q4h3. KID8NPSYC (Child 8 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4h5. KID8MEVAL (Child 8 neurological/psychological condition) must be blank",IF ((KIDS is <8 or =888 or =999) or (KID8NPSYC= 0 or 9)) and KID8MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h5,KID8MEVAL,KID8MEVAL conforms,KID8MEVAL must be an integer between 1 and 4,Q4h5. KID8MEVAL (Child 8 method of evaluation) must be an integer between 1 and 4,IF KID8MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h6,KID8AGO,KID8AGO  conditionally present,if KIDS is (>7 and <77) and KID8NPSYC is in (1-5) then KID8AGO  must be present,if Q4. KIDS (How many children?) is (>7 and <77) and Q4h3. KID8NPSYC (Child 8 neurological/psychological condition) is in (1-5) then Q4h6. KID8AGO (Child 8 age of onset) must be present,IF KIDS is (>7 and <77) and KID8NPSYC in (1-5) and KID8AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h6,KID8AGO,KID8AGO  conditionally blank,"If KIDS is <8, 888 (N/A) or 999 (Unknown) or KID8NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID8AGO must be blank","If Q4. KIDS (How many children?) is <8, 888 (N/A) or 999 (Unknown) or Q4h3. KID8NPSYC (Child 8 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4h6. KID8AGO (Child 8 age of onset) must be blank",IF ((KIDS is <8 or =888 or =999) or (KID8NPSYC= 0 or 9)) and KID8AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h6,KID8AGO,KID8AGO conforms,"KID8AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4h6. KID8AGO (Child 8 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID8AGO  <0 or (KID8AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4h6,KID8AGO ,KID8AGO cannot be > than KID8AGD,KID8AGO must be <= KID8AGD,Q4h6. KID8AGO (Child 8 age of onset) must be <= Q4h2. KID8AGD (Child 8 death age),If KID8AGO > KID8AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4i1,KID9YOB,KID9YOB conditionally present,if KIDS is (>8 and <77) then KID9YOB must be present,if Q4. KIDS (How many children?) is (>8 and <77) then Q4i1. KID9YOB (Child 9 birth year) must be present,IF KIDS is (>8 and <77) and KID9YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4i1,KID9YOB,KID9YOB conditionally blank,"If KIDS is <9, 888 (N/A) or 999 (Unknown) then KID9YOB must be blank","If Q4. KIDS (How many children?) is <9, 888 (N/A) or 999 (Unknown) then Q4i1. KID9YOB (Child 9 birth year) must be blank",IF (KIDS is <9 or =888 or =999) and KID9YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4i1,KID9YOB,KID9YOB conforms,"KID9YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4i1. KID9YOB (Child 9 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID9YOB<1875 or (KID9YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4i2,KID9AGD,KID9AGD conditionally present,if KIDS is (>8 and <77) then KID9AGD must be present,if Q4. KIDS (How many children?) is (>8 and <77) then Q4i2. KID9AGD (Child 9 death age) must be present,IF KIDS is (>8 and <77) and KID9AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
